titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
Trio é preso em Manaus por envolvimento em esquema de tráfico internacional de drogas,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Corpo em avançado estado de decomposição é encontrado dentro de kitnet no bairro Alvorada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem que estava sendo procurado por esfaquear cadela grávida,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Professor é condenado a 84 anos de prisão por estupro de adolescentes em Manaus,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Polícia destrói helicóptero usando para o tráfico de drogas no interior do AM,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
PRF prende quatro foragidos da Justiça durante fiscalizações em rodovias do Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policial penal que atirou em entregador é preso e afastado no Rio,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia prende investigadora por roubo, falsificação e uso de documento falso e associação criminosa",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Traficante é preso com droga avaliada em R$ 1,5 milhão no Novo Israel",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia apreende mais de 80 kg de maconha em depósito de droga no Tarumã,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dois corpos são encontrados em canoa no rio em Manaquiri; circunstâncias ainda são apuradas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é assassinado na garagem de casa,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem de 29 anos é preso por estuprar mulher em casa abandonada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Suspeito de assalto é morto a tiros e outro é baleado em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Operação Shamar: Polícia Civil prende homem em flagrante após ameaças e perseguição contra mãe idosa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Criança de três anos morre afogada durante naufragio de canoa em comunidade de Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende homem por furto de motocicleta na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Tráfico: mulher é presa no interior do AM transportado 13 kg de maconha em sacos de macaxeira,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Defensora pública aponta à CPMI fraudes no INSS desde 2019,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PF destrói 8 mil pés de maconha em Nova Olinda do Norte e Maués,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por tentativa de estupro contra adolescente grávida em Santo Antônio do Içá,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
PC-AM prende homem por tráfico de drogas e o investiga por violência doméstica contra a tia,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
PC-AM prende integrante de grupo criminoso envolvido em execução de jovem em Coari,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é procurado pela polícia por tentativa de feminicídio contra jovem em Presidente Figueiredo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Idoso é preso suspeito de estupro contra criança de nove anos na zona Leste,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Exame confirma tortura e asfixia em menina de 5 anos; mãe e madrasta foram presas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Casal é preso pelo homicídio qualificado do seu filho recém-nascido no interior do AM,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Jutaí, polícia prende homem que agrediu o pai idoso com socos",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
IML procura familiares de homem vítima de lesão corporal que morreu em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem com mandado de prisão por roubo tenta enganar a polícia com nome falso,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
PF mira organização criminosa que explora garimpo ilegal no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa por maus-tratos contra animais em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Filho de ex-vereador de Iranduba morre em atentado; político está em estado grave,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PRF prende homem que transportava 178 frascos de perfumes de luxo sem documentação,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é baleado, agredido e abandonado pelo comparsa após assaltar mercadinho em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Trio é preso por sequestrar motorista de aplicativo e cometer assaltos na zona leste,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Operação Tupinambarana Liberta: PF indicia cinco agentes por corrupção eleitoral em Parintins,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso em por receptação de dez compressores de condicionadores de ar,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende homem que matou jovem a facadas em Urucurituba,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é procurado pela polícia por descumprimento de medida protetiva contra ex-companheira e sogra,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla com mandados de prisão em aberto são capturados na zona Sul de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é preso na hora que tentava esconder drogas no Centro de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia encontra destroços de helicóptero às margens de um lago em Juruá; havia droga no local,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Casal é preso por tráfico de drogas e associação criminosa no bairro Adrianópolis,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia apreende 300 kg de maconha e desarticula rinha com 70 galos na Cidade de Deus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Passageiro tenta embarcar com mais de 15 kg de maconha para SP e é preso no aeroporto de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende homem em Manaus por estupro de vulnerável contra adolescente em Itacoatiara,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Traficante é preso transportando quase 600 kg de maconha em uma picape,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PC-AM solicita divulgação da imagem de pastor procurado por dois casos de estupro, em Manacapuru",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Mulher é presa em flagrante após esfaquear o companheiro, em Manaquiri",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Casal é preso ao tentar roubar benefício de idosa na saída de banco em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é preso com duas pistolas e drogas em Codajás,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"‘Cebolinha’, que matou venezuelano em fevereiro deste ano foi preso em Manaus",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Beruri, PC-AM prende homem por estupro de vulnerável contra criança",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
"Em Beruri, homem é preso por estupro contra criança de 11 anos",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
‘Don Juan’ que aplicava golpes em idosas é preso em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante foge pelo rio Negro e deixa para trás cigarros de maconha na Manaus Moderna,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Duas mulheres são presas com mais de 10 kg de maconha em Lábrea,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante conhecido como “macaco” é preso em flagrante na zona Leste,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM e Polícia Civil de Santa Catarina prendem homem por homicídio qualificado,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Homem é preso em flagrante por ameaça, injúria e estupro contra a ex-companheira",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Em Juruá, PC-AM prende homem em flagrante por lesão corporal e ameaça contra a companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Lábrea, PC-AM prende homem por estupro de vulnerável contra adolescentes",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
"Em Lábrea, duas mulheres são presas com mais de 10 kg de maconha enrolados em edredons",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por estupro contra duas adolescentes em Lábrea,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Polícia prende 'Mistério da Major Zeca' e pistoleiro do PCC no interior do AM,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Mãe e filha são presas em embarcação com mais de 5 kg de drogas escondidos nos corpos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policiais são hostilizados ao prender foragido e viatura tem pneus furados na zona Leste,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Foragido por homicídio em Santa Catarina é capturado em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso após tentar furtar gasolina de motocicleta e incendiar veículo em Canutama,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM divulga imagem de homem procurado por furtos praticados no bairro Flores e adjacências,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policial civil é considerada foragida após suspeita de roubo no Amazonas,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Menina de 12 anos planejou morte da mãe para receber R$ 16 mil de benefício e por proibição de sair,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em um único dia, três estupradores de crianças e adolescentes foram presos em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Menina de 12 é apreendia por ter planejado assassinato da mãe; autor do crime foi preso,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Foragida por homicídio do marido é localizada após denúncia por esfaquear cachorro,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"PC-AM prende homem condenado a mais de 15 anos por roubo, porte ilegal de arma de fogo e receptação",Roubo à Mão Armada,Roubo com uso de arma de fogo,muito alta,NA,Roubo à Mão Armada,NA
PC-AM divulga imagem de homem investigado por furto e estelionato contra idosas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PC prende homem condenado a mais de nove anos de prisão por receptação, roubo e tráfico de drogas",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"""Não traz ele de volta, mas fico aliviado"", diz pai após condenação de menores que mataram seu filho",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Polícia procura ""Don Juan da zona Leste"" suspeito de aplicar golpes em idosas",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por tentar matar companheira grávida com nove facadas em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso após incendiar casa da irmã grávida na zona Leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dono de assistência técnica é preso com celular roubado no bairro Alvorada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende suspeito de assassinar mulher a facadas na zona norte de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso por atear fogo na casa da irmã grávida no bairro Zumbi dos Palmares,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Passageira de ônibus é presa com mais de 6 kg de maconha em mala na BR-319,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PC-AM prende homem por ameaça e lesão corporal contra a ex-companheira, no bairro Tarumã",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM divulga imagem de homem que furtou dois celulares de clínica na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por descumprimento de medida protetiva contra ex-companheira no Educandos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM e PMAM prendem homem por crimes de violência doméstica em Amaturá,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Investigação que levou ao afastamento de professor em Careiro é apresentada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Preso é assassinado dentro de unidade prisional do Puraquequara,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Adolescentes mortos em carro de aplicativo eram investigados por crimes graves, aponta polícia",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Dois adolescentes são mortos a tiros dentro de carro por aplicativo em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Policial civil é investigada por roubo após ser flagrada dirigindo veículo suspeito em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Linchamento: grupo de moradores da Raíz assassinam suspeito de assaltos e deixam outro ferido,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia Civil divulga imagem de homem condenado pelo crime de homicídio em Itapiranga,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Corpo de homem desaparecido há 16 dias é encontrado no Puraquequara,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso em flagrante com drogas no Jorge Teixeira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia procura por homem que deu oito facadas na esposa, grávida de três meses",Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Policial que tentou matar cantor de pagode e a filha foi encaminhado para Companhia de Guarda da PM,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Dois adolescentes de 17 anos são apreendidos após fazerem assaltos com arma de fogo,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Durante palestra, PC recebe denuncia e prende autor de ameaça de morte contra a companheira",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Julgamento de policiais militares envovidos em morte de soldado é adiado,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"PC procura por suspeito de lesão corporal, perseguição, ameaça e descumprimento de medida protetiva",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagem de homem que esfaqueou cadela grávida no bairro Santa Etelvina,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Cabo da PM suspeito de atirar em cantor Dubarranco é preso em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desarticula pista clandestina e prende suspeito por crimes ambientais no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficantes de 19 anos é preso em flagrante vendendo drogas na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Preso no interior do AM homem que estuprava netas da companheira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Filha encontra a mãe morta com golpes de faca no Monte das Oliveiras,Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
PM apreende 100 tabletes de droga em balneário no Tarumã-Açu,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil divulga imagem de jovem desaparecido na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após cobrar aluguel, mulher é violentamente agredida pelo ex-marido com um capacete",Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Rocam apreende mais de 240 armas e recaptura 178 foragidos no 1º semestre de 2025,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende dupla envolvida em golpe de falsa venda de armas de fogo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM prende homem por tentativa de feminicídio contra a ex-companheira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende homem que usava aplicativo de relacionamento para furtar bens de vítimas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Pais protestam e pedem exoneração de gestora de escola após caso de suposto aliciamento de aluna,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é preso por descumprir medida protetiva, injuriar e ameaçar a ex-companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é preso com droga avaliada em mais de R$ 1 milhão na zona norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia divulga imagem de homem procurado por lesão corporal, perseguição, ameaça outros crimes",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desmonta ponto de venda de drogas e prende mulher de traficante na zona norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após denúncias, bando integrante de facção criminosa é preso com armamento pesado no Jorge Teixeira",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Mulher que assassinou marido com golpe de faca no coração é presa em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Comunidade de Fátima em Manaus é alvo de operação após queima de fogos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Esposa de suposto traficante é presa com drogas e dinheiro no bairro Novo Israel,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Jovem é preso suspeito de lesão corporal e violência doméstica na zona Norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa na zona leste; um deles tinha mandado de prisão por homicídio,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem que assassinou suposto companheiro é preso em Manacapuru,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Trio de traficantes foge para bar na zona norte de Manaus, mas é preso por policias da ROCAM",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia apreende 120 kg de maconha, avaliados em R$ 2,2 milhões, em barco no Iranduba",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM prende homem condenado a 11 anos de prisão por estupro de vulnerável contra criança de 5 anos,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Assalto em joalheira no Centro de Manaus termina com uma morte,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Dupla é presa e adolescente apreendido após cometerem série de assaltos na zona oeste de Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Armamento pesado: homem ligado à facção criminosas é preso com fuzil em Manaus,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Homem é procurado por agredir enteada de 1 ano e ameaçar mãe adolescente com faca em Itacoatiara,Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Suspeito de roubos em linhas de ônibus em Manaus tem imagem divulgada pela polícia,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Motorista de aplicativo por moto que estuprou passageira de 22 anos é preso em Manaus,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Em Parintins, Polícia Civil prende dois homens por crimes contra mulheres",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende falso advogado por aplicar golpe avaliado em mais de R$ 122 mil em idoso,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla envolvida em assassinado dentro de escola na AM-010 está sendo procurada pela polícia,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Traficante é preso em flagrante no Mauazinho,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após perseguição, polícia prende traficante que abastecia com drogas pontos da zona centro-sul",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil divulga imagem de homem procurado por roubo em drogaria no bairro Japiim,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
'Arcanjo Gabriel' é preso na zona Leste de Manaus por integrar quadrilha que roubava joias,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem que esfaqueou o próprio primo e um cachorro é preso na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia prende homem com 700 kg de cocaína em Manaus, avaliados em mais de R$ 40 milhões",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso no interior do AM por agressão contra os próprios pais idosos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Escalada de linchamentos expõe falhas na segurança no interior,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Cantor ""Dubarranco"" e filha são baleados após show",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é detido por ameaçar e tentar agredir companheira em Manaus,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Homem é preso por roubo após abordagem da Rocam em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia Civil do Amazonas lança site da Delegacia Virtual da Mulher,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende homem investigado por estupro de vulnerável contra as primas de 10 e 12 anos,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Polícia prende cinco pessoas e apreende drogas, arma e mais de R$ 1,5 mil",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Traficante é preso com 65 quilos de skunk avaliados em R$ 1,3 milhões em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Trio é preso por envolvimento no assassinato de empresário em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Homem é preso em Manaus com 65 kg de maconha, avaliados em mais de R$ 1 milhão",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente de 16 anos é apreendido com pistola e revólver na Compensa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Jovem é sequestrado de dentro de casa e encontrado morto e com sinais de tortura na zona norte,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Casos de feminicídio aumentam 26% no AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC prende homem por descumprimento de medida protetiva e dano contra ex-companheira em Humaitá,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Parintins, PC-AM prende técnico de enfermagem por estupro de vulnerável contra mulher",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Polícia apreende meia tonelada de maconha, sete fuzis e prende traficante no Educandos",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Mulher é resgatada após cinco dias acorrentada pelo companheiro; filha de 13 anos foi ameaçada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia da ROCAM desmontam ponto de drogas em condomínio no Tarumã; cinco pessoas foram presas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Itacoatiara, Polícia prende homem por estupro de vulnerável contra a própria filha de 4 anos",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
PC-AM e PF prendem foragido de Rondônia por homicídio e organização criminosa,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso por violência doméstica contra ex-companheira em Lábrea,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PMAM apreende mais de 250 quelônios, além de pescado e carne de caça ilegais",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso no interior do AM por estuprar e guardar fotos pornográficas da própria sobrinha,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em ações de rotina, polícia recaptura foragidos da Justiça por homicídio e tráfico de drogas",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Pistoleiro persegue e executa ‘Bebel’ em rua na zona norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Benjamin Constant, Polícia Civil prende homem por abusar sexualmente de sua neta",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Carauari, PC prende homem por estupro de vulnerável que resultou em gravidez de adolescente",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Mais de 450 veículos foram consumidos pelo fogo durante incêndio em fábrica,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Três pistoleiros são presos e um adolescente apreendido após execução com 30 tiros na zona Norte,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Vizinho tenta apartar briga de casal e mata homem com facada no pescoço,Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Homem tem casa invadida e é executado com mais de 30 tiros no bairro Novo Aleixo,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Agosto Lilás alerta para o combate à violência contra a mulher e reforça papel da denúncia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é presa após matar ex-companheiro na frente dos filhos e fugir para Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Traficante condenado a 20 anos é preso em via pública na zona Sul de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ação criminosa contra família deixa dois irmãos mortos e outro homem ferido no interior do AM,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem puxa faca durante bebedeira e desfere dois golpes no peito do amigo,Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
"""Amigo da família"" é preso por estuprar duas crianças em Santo Antônio do Içá",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Mãe é presa por abandonar filha ferida no olho em rua de Borba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Roubou Mounjaro: homem é preso após crime com refém na Zona Norte,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Dois homens foram presos por receptação de celulares furtados,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
